sub,run_is,r2_cv,r2_cv_std,r2_train,coefficient,coefficient_std,r2_scores,correlation,n_trials,null_r2
sub-21,run-17,-0.1597041390736101,0.10804813436285046,0.0006467195776944656,0.01596724442423591,0.06977615071078638,"[-0.36586177553116017, -0.11127939660993658, -0.05882247333121038, -0.16071428877535232, -0.10184276112039115]",0.025430681817331952,30,-0.13884739897052673
sub-22,run-01,-0.4159015577243781,0.8933051320326546,0.27268051670698445,0.3194651906492549,0.11291144992889396,"[0.2685730916159559, 0.10272799324189852, -0.8818389185964881, 0.3910325764504744, -1.960002531333731]",0.5221882004670202,30,-0.6752253999341565
sub-22,run-02,-0.24569558738322939,0.15739044742035385,0.011770623248197998,0.07759186442234703,0.017943611375217123,"[-0.3655328181075286, -0.1745858987372182, -0.1989717086029592, -0.01857864475386717, -0.4708088667145738]",0.10849250318892115,30,-0.28716602860395196
sub-22,run-03,-0.3289301394424434,1.243911424642904,0.21436967465263856,0.34140469370912874,0.10259146362199775,"[-0.07625132601968643, -2.7864090561946564, 0.31934175344503757, 0.48001352487387317, 0.41865440668321474]",0.4630007285659907,30,-0.4183914997739208
sub-22,run-04,-0.04338654239698854,0.41868457253009356,0.3716489590309615,0.4822619373916995,0.057577940820691814,"[-0.008630113531191475, -0.6981569870104558, 0.4378339755915469, -0.29441646800274945, 0.34643688096790715]",0.609630182185037,30,-0.44746448496522645
sub-22,run-05,-1.0435299659560369,1.101012108201071,0.08431949091674273,0.1995953078168884,0.08669365594240597,"[-2.364963564500947, 0.15965230370432715, 0.09074438386940054, -2.281121592803558, -0.8219613600494069]",0.2903781860208216,30,-1.4307048550000157
sub-22,run-06,-1.0708203452354348,2.6817730458622604,0.23320820944623477,0.4664491554080305,0.054037050543716096,"[0.4250334650443086, -6.425253492767278, -0.00290194198560223, 0.4184687673701951, 0.23055147616120286]",0.48291635864426347,30,-2.5369612704807025
sub-22,run-07,-0.3770221154937855,0.4048781162694545,0.09057930557717209,0.21272693115404842,0.0835903137591746,"[0.042147877693146096, -0.015961546691530604, -0.7473498862363539, -0.19960561189023407, -0.9643414103439549]",0.3009639605952383,30,-0.30162835020515205
sub-22,run-08,0.013015445138305748,0.4074256411456966,0.3791851165500022,0.3879437851043642,0.06937802026369003,"[-0.3631952683383144, 0.17000361472551628, 0.02264092990456501, 0.684268017600299, -0.44864006820053715]",0.6157800878154492,30,-0.48936905103666123
sub-22,run-09,-1.4050305015453808,2.33275537703781,0.12267949552914081,0.36426413436235044,0.10204294393727,"[-0.6141400833166244, -0.19360684562911556, -6.053471407857614, -0.1397894526735921, -0.024144718249957453]",0.35025632832133213,30,-1.8000716796317398
sub-22,run-10,-0.328211621123119,0.5708752284229989,0.0933970590118155,0.2195830125671087,0.07885032305615726,"[-0.7171597330972623, -1.252551968426896, 0.2899498180293343, 0.01292659657856543, 0.025777181300663643]",0.30560932415719144,30,-0.24926527531175266
sub-22,run-11,-0.4271577166402546,0.8091094486599185,0.14302446598817553,0.26870314587589367,0.07806882610354718,"[-0.9659011666533974, 0.2580850757994493, -0.16637264828708664, -1.717662186193131, 0.4560623421328931]",0.3781857559297754,30,-0.7084976863586349
sub-23,run-01,-0.503494603347556,0.5137921867927955,0.19186817958163938,0.23509105195218755,0.09836615939663015,"[0.10005340543362917, -1.0722364487595017, -0.6375322472523794, 0.09806544437892184, -1.00582317053845]",0.4380276013924687,30,-0.3078777661504737
sub-23,run-02,0.07827557127808864,0.21479303933139973,0.25675169515064544,0.3695933811831775,0.058579984546606914,"[0.3114296697360973, -0.29841624154177815, 0.2594776935405648, 0.0804097729465234, 0.038476961709035806]",0.5067067151229058,30,-0.37140375646514945
sub-23,run-03,-0.34799878336969603,0.5023708476111042,0.15628512887095558,0.39735890241436234,0.05031274821338216,"[-1.0242587102176999, -0.1877640046766227, 0.3638178604184099, -0.09020535477708402, -0.8015837075954835]",0.3953291399213514,30,-0.8252974195629952
sub-23,run-04,-0.04487740092053936,0.28609506748449365,0.10278338684679689,0.3021731057194855,0.10681599951505794,"[0.1759519186979711, -0.54664936646487, 0.2416754604183481, 0.0676061828942458, -0.16297120014839184]",0.3205984822902268,30,-0.3710763615918441
sub-23,run-05,0.15553346242309857,0.16749260303990013,0.33384915992112774,0.6882150044071424,0.058636696047597796,"[-0.14676136266847628, 0.364428388297941, 0.17206144402152357, 0.22576398835566447, 0.16217485410884014]",0.5777968154300676,30,-0.27596687171155965
sub-23,run-06,0.003262263862240644,0.4552896630420549,0.1166797126750111,0.27659255949016515,0.014564389256277647,"[0.17090128228157453, -0.6052904417332992, 0.0920563532530958, -0.35365338438007177, 0.7122975098899038]",0.34158412239887737,30,-0.38574763656896277
sub-23,run-07,-0.4468734008462277,0.7580932103109074,0.053176152897013274,0.2020602768266956,0.06413307786337076,"[0.21518898925606533, -0.13577986025393884, -0.33947082597195877, -0.05358901810732575, -1.9207162891539804]",0.2305995509471191,30,-0.5115325957335726
sub-23,run-08,-1.3519617797609134,2.441855615711016,0.11635674169966947,0.4054202244073073,0.09697387496897796,"[0.14834838839877518, 0.10146633344989597, -6.207673424860772, -0.22317824694568933, -0.5787719488467771]",0.34111104013161125,30,-1.2867570578471441
sub-23,run-09,-0.12279981072867356,0.8491436539751096,0.15014217761602333,0.2880840009056628,0.08111440607110536,"[0.6693376674904372, 0.20088167768704834, -1.7741519524805804, 0.10883197231567288, 0.18110158134405419]",0.3874818416597392,30,-0.1683905010033358
sub-24,run-01,0.055372757658799766,0.4525713904457181,0.35040245256894575,0.48499220817765865,0.08490336890915988,"[-0.6259603875891262, 0.5727404426568465, 0.4017285125575949, 0.2431262814313826, -0.314771060762699]",0.5919480150899618,40,-0.20390096017673837
sub-24,run-02,0.3431901824478371,0.17745580033131775,0.5131017011124196,0.5484345382409069,0.05543155174117243,"[0.42806998879619496, 0.5169186649130826, 0.4589507753290789, 0.2912649253104119, 0.020746557890417128]",0.716311176174447,40,-0.2360279187105446
sub-24,run-03,-0.2945954963398557,0.8364561181767003,0.18923882560787342,0.3144549400171002,0.037853516067175574,"[0.10571166871602311, 0.0828713400063007, -0.22871542063946304, -1.9070842970972501, 0.47423922731511103]",0.43501589121303746,40,-1.010422381348459
sub-24,run-04,0.19283709821079115,0.8486648242818856,0.5151500170749154,0.605485695796838,0.06191087993052356,"[0.5073165610733998, 0.7534256460790365, -1.492854162330656, 0.6927347021803225, 0.5035627440518528]",0.7177395189585951,40,-0.11827800749354064
